# wavelength_um,flux_ratio
4.769051e-01,4.203753e-10
4.773822e-01,4.199212e-10
4.778598e-01,4.196420e-10
4.783379e-01,4.194969e-10
4.788165e-01,4.193805e-10
4.792956e-01,4.192788e-10
4.797751e-01,4.191659e-10
4.802551e-01,4.190779e-10
4.807356e-01,4.190015e-10
4.812166e-01,4.188748e-10
4.816980e-01,4.186880e-10
4.821800e-01,4.184386e-10
4.826624e-01,4.181662e-10
4.831453e-01,4.178557e-10
4.836287e-01,4.175118e-10
4.841126e-01,4.171052e-10
4.845969e-01,4.166391e-10
4.850818e-01,4.161347e-10
4.855671e-01,4.155626e-10
4.860529e-01,4.151978e-10
4.865392e-01,4.149262e-10
4.870260e-01,4.144469e-10
4.875132e-01,4.140597e-10
4.880010e-01,4.135772e-10
4.884892e-01,4.132373e-10
4.889780e-01,4.129537e-10
4.894672e-01,4.126058e-10
4.899569e-01,4.122681e-10
4.904471e-01,4.118587e-10
4.909378e-01,4.114216e-10
4.914290e-01,4.109604e-10
4.919207e-01,4.105489e-10
4.924128e-01,4.100949e-10
4.929055e-01,4.096308e-10
4.933986e-01,4.091851e-10
4.938923e-01,4.087493e-10
4.943864e-01,4.082957e-10
4.948811e-01,4.078361e-10
4.953762e-01,4.073695e-10
4.958718e-01,4.069003e-10
4.963679e-01,4.064282e-10
4.968645e-01,4.059548e-10
4.973617e-01,4.055011e-10
4.978593e-01,4.050410e-10
4.983574e-01,4.045231e-10
4.988560e-01,4.041318e-10
4.993551e-01,4.036279e-10
4.998547e-01,4.030870e-10
5.003548e-01,4.023383e-10
5.008554e-01,4.017667e-10
5.013565e-01,4.014859e-10
5.018581e-01,3.997345e-10
5.023602e-01,4.009088e-10
5.028628e-01,4.000914e-10
5.033660e-01,3.982130e-10
5.038696e-01,3.977910e-10
5.043737e-01,3.978859e-10
5.048783e-01,3.983864e-10
5.053834e-01,3.982416e-10
5.058891e-01,3.972634e-10
5.063952e-01,3.970971e-10
5.069019e-01,3.960613e-10
5.074090e-01,3.962150e-10
5.079167e-01,3.952356e-10
5.084249e-01,3.950029e-10
5.089335e-01,3.936963e-10
5.094427e-01,3.946198e-10
5.099524e-01,3.947835e-10
5.104626e-01,3.947018e-10
5.109734e-01,3.944155e-10
5.114846e-01,3.942220e-10
5.119963e-01,3.939917e-10
5.125086e-01,3.937262e-10
5.130213e-01,3.935164e-10
5.135346e-01,3.931785e-10
5.140484e-01,3.929855e-10
5.145627e-01,3.927268e-10
5.150775e-01,3.924547e-10
5.155929e-01,3.922045e-10
5.161087e-01,3.919010e-10
5.166251e-01,3.916333e-10
5.171420e-01,3.913577e-10
5.176594e-01,3.909923e-10
5.181773e-01,3.906141e-10
5.186957e-01,3.902375e-10
5.192147e-01,3.898523e-10
5.197342e-01,3.894844e-10
5.202542e-01,3.889977e-10
5.207747e-01,3.883979e-10
5.212957e-01,3.877900e-10
5.218173e-01,3.871860e-10
5.223393e-01,3.865770e-10
5.228619e-01,3.859512e-10
5.233851e-01,3.852612e-10
5.239087e-01,3.842796e-10
5.244329e-01,3.834026e-10
5.249576e-01,3.828710e-10
5.254828e-01,3.824191e-10
5.260085e-01,3.819962e-10
5.265348e-01,3.812186e-10
5.270616e-01,3.804664e-10
5.275889e-01,3.798288e-10
5.281168e-01,3.791341e-10
5.286452e-01,3.784741e-10
5.291741e-01,3.777814e-10
5.297035e-01,3.771485e-10
5.302335e-01,3.765515e-10
5.307640e-01,3.761166e-10
5.312950e-01,3.756002e-10
5.318266e-01,3.752617e-10
5.323587e-01,3.748508e-10
5.328913e-01,3.743511e-10
5.334244e-01,3.740168e-10
5.339581e-01,3.736794e-10
5.344924e-01,3.733220e-10
5.350271e-01,3.729298e-10
5.355624e-01,3.725778e-10
5.360983e-01,3.721993e-10
5.366346e-01,3.717927e-10
5.371715e-01,3.714125e-10
5.377090e-01,3.709620e-10
5.382469e-01,3.704963e-10
5.387855e-01,3.698204e-10
5.393245e-01,3.693333e-10
5.398641e-01,3.686071e-10
5.404042e-01,3.680929e-10
5.409449e-01,3.654499e-10
5.414861e-01,3.665526e-10
5.420279e-01,3.658199e-10
5.425702e-01,3.658578e-10
5.431130e-01,3.657391e-10
5.436564e-01,3.644113e-10
5.442003e-01,3.637111e-10
5.447448e-01,3.629932e-10
5.452898e-01,3.629398e-10
5.458354e-01,3.631265e-10
5.463815e-01,3.627624e-10
5.469282e-01,3.631205e-10
5.474754e-01,3.627754e-10
5.480231e-01,3.620375e-10
5.485714e-01,3.616142e-10
5.491202e-01,3.611498e-10
5.496696e-01,3.611330e-10
5.502196e-01,3.607660e-10
5.507701e-01,3.604533e-10
5.513211e-01,3.599264e-10
5.518727e-01,3.594041e-10
5.524249e-01,3.588052e-10
5.529776e-01,3.583028e-10
5.535308e-01,3.577722e-10
5.540846e-01,3.572084e-10
5.546390e-01,3.566466e-10
5.551939e-01,3.560885e-10
5.557494e-01,3.554985e-10
5.563054e-01,3.549470e-10
5.568620e-01,3.543557e-10
5.574191e-01,3.537559e-10
5.579768e-01,3.531558e-10
5.585351e-01,3.525386e-10
5.590939e-01,3.519339e-10
5.596533e-01,3.513231e-10
5.602132e-01,3.506789e-10
5.607737e-01,3.501121e-10
5.613348e-01,3.495181e-10
5.618964e-01,3.489004e-10
5.624586e-01,3.482409e-10
5.630213e-01,3.476080e-10
5.635846e-01,3.469998e-10
5.641485e-01,3.462989e-10
5.647129e-01,3.456187e-10
5.652779e-01,3.449111e-10
5.658435e-01,3.441968e-10
5.664096e-01,3.434971e-10
5.669763e-01,3.426823e-10
5.675435e-01,3.412936e-10
5.681114e-01,3.404902e-10
5.686798e-01,3.390253e-10
5.692487e-01,3.377004e-10
5.698183e-01,3.373233e-10
5.703884e-01,3.373971e-10
5.709590e-01,3.366351e-10
5.715303e-01,3.352637e-10
5.721021e-01,3.339261e-10
5.726745e-01,3.358107e-10
5.732474e-01,3.353498e-10
5.738210e-01,3.348166e-10
5.743951e-01,3.343944e-10
5.749698e-01,3.345730e-10
5.755450e-01,3.338284e-10
5.761209e-01,3.330050e-10
5.766973e-01,3.344323e-10
5.772742e-01,3.339638e-10
5.778518e-01,3.337006e-10
5.784300e-01,3.336283e-10
5.790087e-01,3.346997e-10
5.795880e-01,3.352353e-10
5.801678e-01,3.357607e-10
5.807483e-01,3.357695e-10
5.813293e-01,3.369980e-10
5.819110e-01,3.373114e-10
5.824932e-01,3.376342e-10
5.830760e-01,3.379937e-10
5.836593e-01,3.383055e-10
5.842433e-01,3.383168e-10
5.848278e-01,3.382322e-10
5.854129e-01,3.378136e-10
5.859986e-01,3.378800e-10
5.865849e-01,3.379563e-10
5.871718e-01,3.369529e-10
5.877593e-01,3.371391e-10
5.883473e-01,3.252552e-10
5.889360e-01,3.034563e-10
5.895252e-01,3.216594e-10
5.901150e-01,3.301386e-10
5.907054e-01,3.259946e-10
5.912964e-01,3.257565e-10
5.918880e-01,3.166007e-10
5.924802e-01,3.084310e-10
5.930730e-01,3.291126e-10
5.936663e-01,3.323520e-10
5.942603e-01,3.284316e-10
5.948549e-01,3.172240e-10
5.954500e-01,3.320436e-10
5.960458e-01,3.263444e-10
5.966421e-01,3.258747e-10
5.972391e-01,3.220309e-10
5.978366e-01,3.238734e-10
5.984347e-01,3.317175e-10
5.990335e-01,3.310453e-10
5.996328e-01,3.315749e-10
6.002327e-01,3.311776e-10
6.008333e-01,3.333025e-10
6.014344e-01,3.327822e-10
6.020361e-01,3.334490e-10
6.026385e-01,3.337331e-10
6.032414e-01,3.340582e-10
6.038449e-01,3.342934e-10
6.044491e-01,3.342988e-10
6.050538e-01,3.344078e-10
6.056592e-01,3.343499e-10
6.062652e-01,3.344115e-10
6.068717e-01,3.344821e-10
6.074789e-01,3.344675e-10
6.080867e-01,3.344757e-10
6.086951e-01,3.344887e-10
6.093041e-01,3.344877e-10
6.099137e-01,3.345052e-10
6.105239e-01,3.346721e-10
6.111347e-01,3.348945e-10
6.117462e-01,3.351134e-10
6.123582e-01,3.353202e-10
6.129709e-01,3.355345e-10
6.135842e-01,3.357373e-10
6.141981e-01,3.359328e-10
6.148126e-01,3.360954e-10
6.154277e-01,3.362644e-10
6.160434e-01,3.364698e-10
6.166598e-01,3.366336e-10
6.172767e-01,3.367818e-10
6.178943e-01,3.369269e-10
6.185125e-01,3.370759e-10
6.191314e-01,3.372339e-10
6.197508e-01,3.373730e-10
6.203709e-01,3.374945e-10
6.209915e-01,3.375716e-10
6.216128e-01,3.376270e-10
6.222348e-01,3.376627e-10
6.228573e-01,3.376826e-10
6.234805e-01,3.376657e-10
6.241043e-01,3.376786e-10
6.247287e-01,3.375589e-10
6.253537e-01,3.373779e-10
6.259794e-01,3.372048e-10
6.266057e-01,3.370671e-10
6.272326e-01,3.364620e-10
6.278602e-01,3.202133e-10
6.284883e-01,3.327095e-10
6.291171e-01,3.370103e-10
6.297466e-01,3.370717e-10
6.303766e-01,3.338669e-10
6.310073e-01,3.313523e-10
6.316386e-01,3.382783e-10
6.322706e-01,3.383203e-10
6.329032e-01,3.393399e-10
6.335364e-01,3.399244e-10
6.341703e-01,3.406397e-10
6.348047e-01,3.406293e-10
6.354399e-01,3.404182e-10
6.360756e-01,3.421146e-10
6.367120e-01,3.426394e-10
6.373490e-01,3.429634e-10
6.379867e-01,3.438802e-10
6.386250e-01,3.436982e-10
6.392640e-01,3.436000e-10
6.399036e-01,3.449473e-10
6.405438e-01,3.454046e-10
6.411846e-01,3.458201e-10
6.418261e-01,3.461445e-10
6.424683e-01,3.464824e-10
6.431111e-01,3.467979e-10
6.437545e-01,3.468219e-10
6.443986e-01,3.461488e-10
6.450433e-01,3.469572e-10
6.456887e-01,3.466459e-10
6.463347e-01,3.445084e-10
6.469813e-01,3.435625e-10
6.476287e-01,3.298791e-10
6.482766e-01,3.346616e-10
6.489252e-01,3.442938e-10
6.495745e-01,3.455284e-10
6.502244e-01,3.473514e-10
6.508749e-01,3.478864e-10
6.515261e-01,3.393103e-10
6.521780e-01,3.411583e-10
6.528305e-01,3.482058e-10
6.534836e-01,3.445174e-10
6.541374e-01,3.467658e-10
6.547919e-01,3.464149e-10
6.554470e-01,3.441608e-10
6.561028e-01,3.445851e-10
6.567592e-01,3.464290e-10
6.574163e-01,3.487071e-10
6.580741e-01,3.500665e-10
6.587325e-01,3.487029e-10
6.593915e-01,3.512681e-10
6.600512e-01,3.495008e-10
6.607116e-01,3.518367e-10
6.613727e-01,3.524128e-10
6.620344e-01,3.525206e-10
6.626967e-01,3.520837e-10
6.633598e-01,3.527792e-10
6.640235e-01,3.525440e-10
6.646878e-01,3.528905e-10
6.653528e-01,3.531047e-10
6.660185e-01,3.536370e-10
6.666849e-01,3.539084e-10
6.673519e-01,3.539059e-10
6.680196e-01,3.542666e-10
6.686879e-01,3.544507e-10
6.693569e-01,3.545994e-10
6.700266e-01,3.547224e-10
6.706970e-01,3.548493e-10
6.713680e-01,3.549462e-10
6.720397e-01,3.550141e-10
6.727121e-01,3.551335e-10
6.733852e-01,3.552241e-10
6.740589e-01,3.553185e-10
6.747333e-01,3.554042e-10
6.754083e-01,3.554897e-10
6.760841e-01,3.555640e-10
6.767605e-01,3.556424e-10
6.774376e-01,3.557325e-10
6.781154e-01,3.558027e-10
6.787938e-01,3.558653e-10
6.794730e-01,3.558983e-10
6.801528e-01,3.557405e-10
6.808333e-01,3.561202e-10
6.815145e-01,3.562166e-10
6.821963e-01,3.560801e-10
6.828789e-01,3.561713e-10
6.835621e-01,3.564121e-10
6.842460e-01,3.556576e-10
6.849306e-01,3.563196e-10
6.856158e-01,3.564345e-10
6.863018e-01,3.506894e-10
6.869884e-01,2.304157e-10
6.876758e-01,2.597282e-10
6.883638e-01,3.302633e-10
6.890525e-01,3.044039e-10
6.897419e-01,3.137243e-10
6.904320e-01,3.279564e-10
6.911228e-01,3.132631e-10
6.918142e-01,3.275737e-10
6.925064e-01,3.299051e-10
6.931992e-01,3.459104e-10
6.938928e-01,3.152842e-10
6.945870e-01,3.370108e-10
6.952820e-01,3.236363e-10
6.959776e-01,3.298143e-10
6.966739e-01,3.527743e-10
6.973709e-01,3.550394e-10
6.980687e-01,3.524821e-10
6.987671e-01,3.513969e-10
6.994662e-01,3.355902e-10
7.001660e-01,3.410044e-10
7.008665e-01,3.317837e-10
7.015677e-01,3.497666e-10
7.022697e-01,3.263069e-10
7.029723e-01,3.180165e-10
7.036756e-01,3.510244e-10
7.043796e-01,3.385278e-10
7.050844e-01,3.505592e-10
7.057898e-01,3.499625e-10
7.064960e-01,3.513450e-10
7.072028e-01,3.537602e-10
7.079104e-01,3.501774e-10
7.086186e-01,3.553782e-10
7.093276e-01,3.549932e-10
7.100373e-01,3.549645e-10
7.107477e-01,3.542449e-10
7.114588e-01,3.511329e-10
7.121706e-01,3.574402e-10
7.128831e-01,3.549308e-10
7.135964e-01,3.567182e-10
7.143103e-01,3.554667e-10
7.150250e-01,3.448269e-10
7.157404e-01,3.415799e-10
7.164565e-01,3.350418e-10
7.171733e-01,2.724722e-10
7.178908e-01,3.018705e-10
7.186091e-01,2.909442e-10
7.193280e-01,3.077568e-10
7.200477e-01,2.675046e-10
7.207681e-01,3.015758e-10
7.214892e-01,3.399966e-10
7.222111e-01,3.472551e-10
7.229337e-01,3.383058e-10
7.236570e-01,2.918504e-10
7.243810e-01,3.228784e-10
7.251057e-01,3.182511e-10
7.258312e-01,2.944447e-10
7.265574e-01,2.948362e-10
7.272843e-01,3.215207e-10
7.280120e-01,2.895476e-10
7.287403e-01,3.285346e-10
7.294694e-01,2.991412e-10
7.301993e-01,2.783847e-10
7.309298e-01,2.879543e-10
7.316611e-01,3.216175e-10
7.323932e-01,3.272911e-10
7.331259e-01,3.340250e-10
7.338594e-01,3.309474e-10
7.345936e-01,3.428828e-10
7.353286e-01,3.486118e-10
7.360643e-01,3.530086e-10
7.368007e-01,3.539093e-10
7.375379e-01,3.559559e-10
7.382758e-01,3.563267e-10
7.390145e-01,3.547305e-10
7.397538e-01,3.495652e-10
7.404940e-01,3.572612e-10
7.412348e-01,3.497115e-10
7.419764e-01,3.587017e-10
7.427188e-01,3.602533e-10
7.434619e-01,3.605856e-10
7.442057e-01,3.588288e-10
7.449503e-01,3.610924e-10
7.456956e-01,3.610478e-10
7.464417e-01,3.611363e-10
7.471885e-01,3.611946e-10
7.479360e-01,3.607206e-10
7.486844e-01,3.611552e-10
7.494334e-01,3.610400e-10
7.501832e-01,3.610039e-10
7.509338e-01,3.610742e-10
7.516851e-01,3.609576e-10
7.524372e-01,3.610241e-10
7.531900e-01,3.610124e-10
7.539435e-01,3.608890e-10
7.546979e-01,3.608190e-10
7.554529e-01,3.607023e-10
7.562088e-01,3.604532e-10
7.569653e-01,3.602212e-10
7.577227e-01,3.595939e-10
7.584808e-01,3.581149e-10
7.592397e-01,3.243738e-10
7.599993e-01,1.520399e-10
7.607597e-01,1.031128e-10
7.615208e-01,1.915360e-10
7.622827e-01,2.224617e-10
7.630454e-01,1.818048e-10
7.638088e-01,1.951978e-10
7.645730e-01,2.093040e-10
7.653379e-01,2.410321e-10
7.661037e-01,3.055571e-10
7.668701e-01,3.056483e-10
7.676374e-01,3.325570e-10
7.684054e-01,3.505117e-10
7.691742e-01,3.521376e-10
7.699438e-01,3.594018e-10
7.707141e-01,3.604848e-10
7.714852e-01,3.607643e-10
7.722571e-01,3.608388e-10
7.730297e-01,3.609914e-10
7.738031e-01,3.612180e-10
7.745773e-01,3.612643e-10
7.753523e-01,3.612694e-10
7.761280e-01,3.612068e-10
7.769045e-01,3.612502e-10
7.776818e-01,3.611862e-10
7.784599e-01,3.611776e-10
7.792387e-01,3.611477e-10
7.800184e-01,3.611424e-10
7.807988e-01,3.611284e-10
7.815800e-01,3.609607e-10
7.823619e-01,3.608445e-10
7.831447e-01,3.609280e-10
7.839282e-01,3.597057e-10
7.847126e-01,3.571533e-10
7.854977e-01,3.594694e-10
7.862836e-01,3.520857e-10
7.870702e-01,3.515262e-10
7.878577e-01,3.580781e-10
7.886459e-01,3.559822e-10
7.894350e-01,3.371762e-10
7.902248e-01,3.397315e-10
7.910154e-01,3.560130e-10
7.918068e-01,3.575743e-10
7.925990e-01,3.551244e-10
7.933920e-01,3.508083e-10
7.941858e-01,3.598551e-10
7.949804e-01,3.588128e-10
7.957758e-01,3.546465e-10
7.965720e-01,3.504211e-10
7.973689e-01,3.562174e-10
7.981667e-01,3.554498e-10
7.989653e-01,3.542006e-10
7.997646e-01,3.505023e-10
8.005648e-01,3.434717e-10
8.013658e-01,3.463078e-10
8.021675e-01,3.550862e-10
8.029701e-01,3.553480e-10
8.037735e-01,3.496804e-10
8.045777e-01,3.539520e-10
8.053826e-01,3.598269e-10
8.061884e-01,3.593866e-10
8.069950e-01,3.595301e-10
8.078024e-01,3.576910e-10
8.086106e-01,3.496086e-10
8.094196e-01,3.467225e-10
8.102295e-01,3.518364e-10
8.110401e-01,3.503342e-10
8.118515e-01,3.258694e-10
8.126638e-01,3.193337e-10
8.134769e-01,2.902752e-10
8.142907e-01,3.022338e-10
8.151054e-01,2.684520e-10
8.159210e-01,2.832971e-10
8.167373e-01,2.866118e-10
8.175544e-01,3.032818e-10
8.183724e-01,2.611631e-10
8.191912e-01,2.943630e-10
8.200108e-01,3.064076e-10
8.208312e-01,3.512244e-10
8.216524e-01,3.462901e-10
8.224745e-01,3.129772e-10
8.232974e-01,2.612482e-10
8.241211e-01,3.270332e-10
8.249456e-01,3.355484e-10
8.257710e-01,3.400667e-10
8.265972e-01,3.423379e-10
8.274242e-01,3.297692e-10
8.282520e-01,3.061316e-10
8.290807e-01,3.157676e-10
8.299102e-01,3.352687e-10
8.307405e-01,3.382854e-10
8.315717e-01,3.423312e-10
8.324037e-01,3.365331e-10
8.332365e-01,3.341897e-10
8.340701e-01,3.356851e-10
8.349046e-01,3.310723e-10
8.357399e-01,3.417892e-10
8.365761e-01,3.457549e-10
8.374131e-01,3.402435e-10
8.382509e-01,3.344944e-10
8.390896e-01,3.374397e-10
8.399291e-01,3.548874e-10
8.407695e-01,3.524753e-10
8.416106e-01,3.537831e-10
8.424527e-01,3.582517e-10
8.432955e-01,3.525514e-10
8.441393e-01,3.568404e-10
8.449838e-01,3.575923e-10
8.458292e-01,3.594191e-10
8.466755e-01,3.598404e-10
8.475226e-01,3.569478e-10
8.483705e-01,3.555689e-10
8.492193e-01,3.599768e-10
8.500690e-01,3.604622e-10
8.509195e-01,3.572391e-10
8.517708e-01,3.548791e-10
8.526230e-01,3.595775e-10
8.534761e-01,3.559919e-10
8.543300e-01,3.592284e-10
8.551847e-01,3.600340e-10
8.560403e-01,3.596677e-10
8.568968e-01,3.592312e-10
8.577541e-01,3.584996e-10
8.586123e-01,3.602946e-10
8.594713e-01,3.601161e-10
8.603312e-01,3.603337e-10
8.611920e-01,3.602729e-10
8.620536e-01,3.600982e-10
8.629161e-01,3.600997e-10
8.637795e-01,3.602016e-10
8.646437e-01,3.601242e-10
8.655088e-01,3.600780e-10
8.663747e-01,3.600547e-10
8.672415e-01,3.601283e-10
8.681092e-01,3.602067e-10
8.689777e-01,3.600993e-10
8.698471e-01,3.602451e-10
8.707174e-01,3.603600e-10
8.715886e-01,3.604020e-10
8.724606e-01,3.604863e-10
8.733335e-01,3.606171e-10
8.742073e-01,3.606529e-10
8.750819e-01,3.607459e-10
8.759574e-01,3.606365e-10
8.768338e-01,3.608227e-10
8.777111e-01,3.607358e-10
8.785892e-01,3.603459e-10
8.794683e-01,3.609049e-10
8.803482e-01,3.605623e-10
8.812290e-01,3.608267e-10
8.821106e-01,3.604917e-10
8.829932e-01,3.607555e-10
8.838766e-01,3.595501e-10
8.847609e-01,3.608698e-10
8.856461e-01,3.584553e-10
8.865322e-01,3.581274e-10
8.874192e-01,3.578364e-10
8.883071e-01,3.572506e-10
8.891958e-01,3.602669e-10
8.900855e-01,3.584078e-10
8.909760e-01,3.588292e-10
8.918674e-01,3.572347e-10
8.927597e-01,3.492288e-10
8.936529e-01,3.357100e-10
8.945470e-01,3.404759e-10
8.954420e-01,3.003463e-10
8.963379e-01,3.142478e-10
8.972347e-01,2.909026e-10
8.981324e-01,2.844508e-10
8.990310e-01,2.408899e-10
8.999305e-01,2.970106e-10
9.008308e-01,2.815241e-10
9.017321e-01,3.097101e-10
9.026343e-01,2.977502e-10
9.035374e-01,3.341519e-10
9.044414e-01,3.445239e-10
9.053463e-01,3.222156e-10
9.062521e-01,3.087815e-10
9.071588e-01,2.926518e-10
9.080664e-01,2.909716e-10
9.089749e-01,3.044709e-10
9.098843e-01,2.911831e-10
9.107947e-01,2.852838e-10
9.117059e-01,3.033005e-10
9.126181e-01,2.850452e-10
9.135312e-01,2.205674e-10
9.144452e-01,2.763557e-10
9.153601e-01,2.035396e-10
9.162759e-01,2.577807e-10
9.171926e-01,2.745209e-10
9.181103e-01,2.097306e-10
9.190288e-01,2.960629e-10
9.199483e-01,3.173209e-10
9.208687e-01,3.193380e-10
9.217901e-01,3.172990e-10
9.227123e-01,3.350641e-10
9.236355e-01,3.092680e-10
9.245596e-01,3.105314e-10
9.254846e-01,3.220382e-10
9.264105e-01,2.928463e-10
9.273374e-01,2.854199e-10
9.282652e-01,2.344780e-10
9.291940e-01,2.027082e-10
9.301236e-01,2.046516e-10
9.310542e-01,1.918938e-10
9.319857e-01,1.132846e-10
9.329182e-01,1.039044e-10
9.338516e-01,8.102898e-11
9.347859e-01,9.196986e-11
9.357211e-01,1.143279e-10
9.366573e-01,1.221943e-10
9.375944e-01,1.347578e-10
9.385325e-01,1.562712e-10
9.394715e-01,2.377542e-10
9.404115e-01,2.382188e-10
9.413523e-01,1.746561e-10
9.422942e-01,2.034233e-10
9.432369e-01,1.557276e-10
9.441806e-01,1.509717e-10
9.451253e-01,1.753264e-10
9.460709e-01,1.442853e-10
9.470174e-01,1.698790e-10
9.479649e-01,1.518881e-10
9.489134e-01,1.786479e-10
9.498627e-01,1.445675e-10
9.508131e-01,2.110311e-10
9.517644e-01,1.802115e-10
9.527166e-01,1.216822e-10
9.536698e-01,1.768676e-10
9.546240e-01,1.457309e-10
9.555791e-01,1.588451e-10
9.565351e-01,1.502652e-10
9.574921e-01,2.047756e-10
9.584501e-01,2.161856e-10
9.594090e-01,1.608900e-10
9.603689e-01,1.803443e-10
9.613298e-01,2.134882e-10
9.622916e-01,1.972066e-10
9.632543e-01,2.572169e-10
9.642181e-01,2.288764e-10
9.651828e-01,2.518255e-10
9.661485e-01,2.168458e-10
9.671151e-01,2.444816e-10
9.680827e-01,3.084824e-10
9.690512e-01,3.098208e-10
9.700208e-01,2.979829e-10
9.709913e-01,3.039896e-10
9.719628e-01,3.177867e-10
9.729352e-01,2.904608e-10
9.739086e-01,2.498451e-10
9.748830e-01,3.061282e-10
9.758584e-01,2.974577e-10
9.768348e-01,2.839377e-10
9.778121e-01,3.030608e-10
9.787904e-01,3.155893e-10
9.797697e-01,3.075575e-10
9.807499e-01,3.146453e-10
9.817312e-01,3.177200e-10
9.827134e-01,3.173980e-10
9.836966e-01,3.332566e-10
9.846808e-01,3.208257e-10
9.856659e-01,3.323152e-10
9.866521e-01,3.454416e-10
9.876393e-01,3.368006e-10
9.886274e-01,3.477253e-10
9.896165e-01,3.329066e-10
9.906066e-01,3.478897e-10
9.915977e-01,3.528841e-10
9.925898e-01,3.487510e-10
9.935829e-01,3.509741e-10
9.945770e-01,3.550726e-10
9.955721e-01,3.538869e-10
9.965681e-01,3.545998e-10
9.975652e-01,3.552742e-10
9.985633e-01,3.545054e-10
9.995623e-01,3.533427e-10
1.000562e+00,3.551474e-10
1.001563e+00,3.535181e-10
1.002566e+00,3.537513e-10
1.003569e+00,3.557696e-10
1.004573e+00,3.555098e-10
1.005578e+00,3.557213e-10
1.006584e+00,3.559333e-10
1.007591e+00,3.552583e-10
1.008599e+00,3.534176e-10
1.009608e+00,3.528250e-10
1.010618e+00,3.552831e-10
1.011629e+00,3.539129e-10
1.012641e+00,3.546779e-10
1.013655e+00,3.561082e-10
1.014669e+00,3.558557e-10
1.015684e+00,3.558392e-10
1.016700e+00,3.555689e-10
1.017717e+00,3.523868e-10
1.018736e+00,3.543038e-10
1.019755e+00,3.554770e-10
1.020775e+00,3.550391e-10
1.021796e+00,3.560514e-10
1.022819e+00,3.556314e-10
1.023842e+00,3.537321e-10
1.024866e+00,3.567289e-10
1.025892e+00,3.565624e-10
1.026918e+00,3.562512e-10
1.027946e+00,3.562707e-10
1.028974e+00,3.564291e-10
1.030004e+00,3.568321e-10
1.031034e+00,3.568654e-10
1.032066e+00,3.567829e-10
1.033098e+00,3.568507e-10
1.034132e+00,3.566046e-10
1.035166e+00,3.568742e-10
1.036202e+00,3.566600e-10
1.037239e+00,3.547775e-10
1.038277e+00,3.563178e-10
1.039315e+00,3.562844e-10
1.040355e+00,3.560813e-10
1.041396e+00,3.553948e-10
1.042438e+00,3.556701e-10
1.043481e+00,3.555863e-10
1.044525e+00,3.553460e-10
1.045570e+00,3.551190e-10
1.046616e+00,3.548867e-10
1.047663e+00,3.545685e-10
1.048711e+00,3.542092e-10
1.049761e+00,3.538347e-10
1.050811e+00,3.536714e-10
1.051862e+00,3.532950e-10
1.052915e+00,3.529507e-10
1.053968e+00,3.525023e-10
1.055023e+00,3.519894e-10
1.056078e+00,3.512323e-10
1.057135e+00,3.511238e-10
1.058192e+00,3.506336e-10
1.059251e+00,3.503622e-10
1.060311e+00,3.498725e-10
1.061372e+00,3.497350e-10
1.062434e+00,3.492313e-10
1.063497e+00,3.482824e-10
1.064561e+00,3.457469e-10
1.065626e+00,3.457284e-10
1.066692e+00,3.486253e-10
1.067759e+00,3.480440e-10
1.068827e+00,3.476343e-10
1.069897e+00,3.487051e-10
1.070967e+00,3.483065e-10
1.072039e+00,3.372672e-10
1.073111e+00,3.489776e-10
1.074185e+00,3.494501e-10
1.075260e+00,3.473682e-10
1.076336e+00,3.490716e-10
1.077412e+00,3.364175e-10
1.078490e+00,3.489840e-10
1.079569e+00,3.456330e-10
1.080649e+00,3.422361e-10
1.081731e+00,3.475188e-10
1.082813e+00,3.498408e-10
1.083896e+00,3.457096e-10
1.084981e+00,3.415797e-10
1.086066e+00,3.296504e-10
1.087153e+00,3.399788e-10
1.088241e+00,3.393236e-10
1.089329e+00,3.406687e-10
1.090419e+00,3.134680e-10
1.091510e+00,3.457278e-10
1.092602e+00,3.226470e-10
1.093695e+00,3.380506e-10
1.094790e+00,3.141619e-10
1.095885e+00,2.882688e-10
1.096981e+00,3.379009e-10
1.098079e+00,2.929325e-10
1.099178e+00,2.729039e-10
1.100277e+00,2.853761e-10
1.101378e+00,2.830083e-10
1.102480e+00,2.692284e-10
1.103583e+00,3.035000e-10
1.104687e+00,2.763906e-10
1.105792e+00,2.474753e-10
1.106899e+00,2.913420e-10
1.108006e+00,2.361484e-10
1.109115e+00,2.225379e-10
1.110224e+00,2.500858e-10
1.111335e+00,1.970227e-10
1.112447e+00,2.053299e-10
1.113560e+00,1.523711e-10
1.114674e+00,2.034428e-10
1.115790e+00,8.155013e-11
1.116906e+00,6.846368e-11
1.118023e+00,1.105100e-10
1.119142e+00,8.774158e-11
1.120262e+00,9.934892e-11
1.121382e+00,9.380177e-11
1.122504e+00,5.242175e-11
1.123627e+00,1.078920e-10
1.124752e+00,1.509912e-10
1.125877e+00,7.282561e-11
1.127003e+00,1.308658e-10
1.128131e+00,1.095706e-10
1.129260e+00,1.234745e-10
1.130389e+00,1.252215e-10
1.131520e+00,1.777983e-10
1.132653e+00,1.089059e-10
1.133786e+00,3.559398e-11
1.134920e+00,3.126057e-11
1.136056e+00,1.341618e-10
1.137192e+00,1.965267e-10
1.138330e+00,1.907788e-10
1.139469e+00,2.420092e-10
1.140609e+00,1.859108e-10
1.141750e+00,1.801955e-10
